LPS, LS, LP, PS, LPSLow, LSLow
0.23774,0.35854,0.18434,0.56646,0.14657,0.53623
0.2262,0.21996,0.11814,0.48571,0.24976,0.37024
0.2269,0.22191,0.15353,0.467,0.30775,0.31865
0.28201,0.26574,0.23886,0.51355,0.1675,0.17953
0.16507,0.4099,0.28921,0.4102,0.24497,0.40332
0.21044,0.2849,0.22768,0.42119,0.16109,0.44967
0.17544,0.15313,0.13381,0.40549,0.18405,0.40675
0.31226,0.27461,0.18236,0.23775,0.28617,0.26213
0.15536,0.45223,0.28946,0.37184,0.37538,0.12921
0.21927,0.32767,0.18765,0.29016,0.20318,0.37237
0.16107,0.21846,0.22848,0.41047,0.2973,0.26953
0.21756,0.47262,0.26478,0.27826,0.1733,0.26181
0.38559,0.38222,0.33614,0.45693,0.26853,0.26734
0.17275,0.66937,0.098173,0.62959,0.16533,0.3744
0.18401,0.2778,0.24461,0.40308,0.42892,0.29737
0.20844,0.36635,0.22556,0.69248,0.28568,0.27995
0.33999,0.33801,0.14605,0.62236,0.41653,0.35806
0.18982,0.33307,0.19485,0.45663,0.16441,0.32447
0.14767,0.25941,0.15308,0.31278,0.33349,0.20709
0.24789,0.29156,0.36308,0.51617,0.17686,0.21323
0.23229,0.14716,0.29567,0.46645,0.24636,0.17508
0.35298,0.32737,0.2298,0.40446,0.23728,0.33216
0.26017,0.14344,0.16696,0.37342,0.20084,0.17755
0.29336,0.26244,0.28912,0.49098,0.091808,0.295
0.17322,0.37476,0.26389,0.42605,0.24346,0.46103
0.19015,0.38448,0.31207,0.58003,0.15838,0.27857
0.16531,0.31925,0.25826,0.56912,0.26869,0.55391
0.28494,0.32757,0.20688,0.3228,0.18058,0.54772
0.092622,0.25386,0.32929,0.61166,0.22213,0.60147
0.34162,0.49118,0.25223,0.34011,0.1012,0.22655
0.20934,0.38976,0.21327,0.65917,0.16562,0.33874
0.20448,0.19468,0.19767,0.41887,0.22119,0.3563
0.19929,0.27849,0.3365,0.51628,0.15019,0.36033
0.10348,0.3206,0.28944,0.36067,0.24668,0.24601
0.41367,0.31814,0.20657,0.74937,0.27401,0.4723
0.26021,0.24604,0.20203,0.52678,0.27066,0.36839
0.13062,0.42269,0.31812,0.25298,0.25468,0.40425
0.16591,0.28517,0.2696,0.49102,0.26217,0.35311
0.25041,0.68851,0.28615,0.26607,0.24839,0.44005
0.15633,0.3122,0.28272,0.40344,0.24403,0.32692
0.2326,0.15655,0.30622,0.32163,0.25832,0.30293
0.11371,0.34442,0.12179,0.57191,0.17932,0.31654
0.2216,0.37653,0.32481,0.20377,0.20991,0.45257
0.20124,0.29256,0.17615,0.41022,0.31026,0.37768
0.3145,0.39149,0.18976,0.28188,0.27543,0.33136
0.11421,0.29208,0.20284,0.58586,0.23347,0.47867
0.23981,0.3962,0.11079,0.64718,0.10769,0.35776
0.34447,0.36742,0.20272,0.69159,0.30722,0.25355
0.22087,0.37731,0.25364,0.36731,0.12988,0.45838
0.12858,0.32547,0.25497,0.30411,0.23548,0.43472
0.12553,0.46218,0.24371,0.41903,0.23588,0.4586
0.23331,0.46246,0.22089,0.36305,0.17411,0.2103
0.26015,0.47703,0.17463,0.45841,0.12738,0.36352
0.26648,0.20084,0.097766,0.49761,0.28598,0.32039
0.21147,0.18185,0.22133,0.48908,0.23066,0.42228
0.15914,0.34235,0.3768,0.39933,0.12502,0.19755
0.19463,0.51509,0.28301,0.46313,0.2001,0.36299
