LPS, LS, LP, PS, LPSLow, LSLow
0.71063,1.1565,0.79776,0.69419,0.71653,0.63665
0.73221,0,0.69549,0,0.76092,1.117
0.77822,0,0.8304,0.71778,0.79605,1.166
0.71452,0,0.69203,0.73175,0.60467,0.593
0.73626,1.0539,0.77835,0.76338,0.70105,1.0888
0.69799,1.294,0.83254,0.77429,0.87831,0.9147
0.78248,0.6585,0.76675,0.9165,0.70412,1.0132
0.71173,0.48827,0.79053,0.83686,0.85411,1.1954
0.73915,0.98343,0.72202,0,0.78621,1.0032
0.76107,0,0.72279,0.72985,0.77209,0
0.72326,0,0.74752,0.79348,0.71673,0.70626
0.78215,0.57623,0.7193,0.47926,0.7565,0
0.82672,0.90152,0.75824,0.66918,0.47899,0
0.83181,0,0.76548,0.84787,0.76446,0
0.73925,1.1686,0.78963,0.62037,0.83883,0
0.74982,1.0983,0.77008,0.72933,0.81249,0
0.76289,0,0.76873,0.69804,0.76813,0
0.7961,0.42753,0.76778,0.86489,0.80889,0.93637
0.74515,0.294,0.83525,0.81308,0.79384,0
0.78233,0,0.83894,0.63996,0.62643,1.031
0.70217,0.58201,0.6776,0.72634,0.77731,0.85883
0.736,1.1249,0.80491,0.82838,0.7643,1.1865
0.70814,0,0.72351,0.78856,0.72357,0.83918
0.70634,0.41038,0.79957,0.62455,0.73996,1.0491
0.65441,0.8761,0.76009,0.75989,0.75238,0.68445
0.79196,1.366,0.79186,0.80883,0.73328,1.0453
0.7664,0.18296,0.63388,0.74555,0.72023,1.2358
0.80325,0.77863,0.6331,0.8613,0.81554,0
0.81727,1.2411,0.76891,0.79945,0.77828,0.89555
0.72364,0.97206,0.76393,0.76451,0.80789,0
0.73535,0,0.73266,0.77782,0.80319,0
0.69271,0,0.72119,0.84514,0.76979,1.0926
0.83298,1.2484,0.78158,0.58096,0.66594,1.2653
0.73691,0,0.69817,0.65824,0.76614,0.90736
0.79789,0.50539,0.73918,0,0.84041,1.2175
0.75376,0,0.86589,0.79283,0.69423,1.0171
0.68675,1.1623,0.79113,0.69548,0.59018,0
0.77166,0.26741,0.79418,0.75232,0.75029,0.26974
0.73399,1.2011,0.86907,0.54087,0.68773,0
0.78681,0,0.75797,0.58725,0.68653,0
0.79188,0.88459,0.6155,0.7228,0.58673,0.9881
0.70951,0,0.80603,0.74093,0.61541,0.98026
0.80496,0,0.77765,0.34389,0.72236,0
0.70368,0.59806,0.73206,0.85133,0.7535,1.032
0.78232,1.0817,0.72377,0.80072,0.68397,0
0.75378,0.96578,0.8464,0.82301,0.56899,1.1515
0.81696,0,0.69334,0.8732,0.68965,0
0.79419,0,0.75892,0.75037,0.78463,0
0.78734,1.1758,0.79211,0.2773,0.72589,1.1369
0.71613,0.46864,0.72071,0.83539,0.79162,0
0.73932,0.88121,0.83108,0.18216,0.6905,0
0.76672,0,0.76127,0.86946,0.7111,1.2291
0.76895,0,0.69673,0,0.74186,0
0.73051,0.95049,0.67479,0.65375,0.71283,1.1516
0.81358,0,0.76761,0.73178,0.68812,0
0.78435,0.56994,0.63188,0.85505,0.67114,1.14
0.79927,0,0.58078,0.72723,0.77965,1.2158
0.74336,0,0.79897,0.71391,0.83953,0.72892
0.72851,1.0134,0.76235,0.84321,0.73149,1.083
0.66469,0,0.64252,0.52675,0.75816,0
0.76893,0,0.76848,0.74408,0.78644,0
0.68944,0,0.65875,0.77731,0.65897,0.73814
0.75591,0.37066,0.73484,0.52098,0.80181,1.3011
0.7573,0.80809,0.67886,0.60167,0.66478,0.57548
0.78929,1.1214,0.71097,0.85772,0.67129,0.77479
0.77526,1.1624,0.73296,0.6364,0.7527,1.3204
0.70918,0,0.85122,0.72622,0.87248,0.8427
0.78892,1.0411,0.65495,0.77583,0.69056,0.62882
0.78861,0.8955,0.71159,0.62721,0.72773,0
0.77282,0,0.6751,0.76282,0.7195,0.7688
0.78093,1.1466,0.74599,0.77141,0.73693,1.0648
0.724,0.34076,0.79735,0.5682,0.7874,1.1399
0.83104,1.0718,0.80217,0.77719,0.77122,1.1386
0.75113,1.1743,0.66409,0.88455,0.67283,1.1821
0.84516,1.0849,0.75516,0.58108,0.66052,0
0.78069,0.55223,0.69086,0.7879,0.76684,1.187
